RID,UPA #,Estab Name,DBA,Site Address 1,Site Address 2,Site City,Site State,Site Zip,Site County,Primary/Site NAICS,UPA Receipt Date,Receipt Type,Formality,Insp #,Hazard Desc & Location,# Alleged Hazards/ Emp Exposed
523400,C-1716490,Amazon Prime Now,,4111 W. Mitchell St,,WEST MILWAUKEE,WI,53215,MILWAUKEE,493110 / 493110,2021-01-06 12:45:00,Phone,Nonformal,,"Employees are concerned that more than one employee has tested positive for COVID-19, however, the employer is not notifying employees who has been in close contact with the positive worker. In addition, employer not following social distance guidelines.",1 /1
524200,C-1699348,Amazon Fresh,,16 E. Golf Road,Unit A,SCHAUMBURG,IL,60173,COOK,424490 / 424490,2020-12-04 11:30:00,Phone,Nonformal,,1. The employer is requiring employees in the Produce Department to continue to work with symptoms of COVID-19 such as high fever. Applicable OSHA standard(s): Section 5(a)(1) General Duty Clause of the Occupational Safety and Health Act of 1970,1 /10
524200,C-1710200,Amazon Fresh,,16 E. Golf Road,Unit A,SCHAUMBURG,IL,60173,COOK,424490 / 424490,2020-12-22 08:45:00,Online,Nonformal,,"1. The employer is not following CDC guidelines in regards to the use of facemasks or face coverings. Employees in the Meat and Seafood departments and in the Breakroom are not properly wearing their masks to cover their nose. Applicable OSHA standard(s): Section 5(a)(1) General Duty Clause of the Occupational Safety and Health Act of 1970, 1910.141, 1910.132, 1910.138 2. On December 13, 2020, an employee in the Outbound Department was required to report to work even though they reported feeling symptoms of Covid-19. Applicable OSHA standard(s): Section 5(a)(1) General Duty Clause of the Occupational Safety and Health Act of 1970 3. The employer is not following CDC social distancing guidelines. The Center Store employees work in close proximity to each other. Applicable OSHA standard(s): Section 5(a)(1) General Duty Clause of the Occupational Safety and Health Act of 1970",3 /500
551800,C-1559457,Amazon,,710 S. Girls School Rd.,,INDIANAPOLIS,IN,46231,MARION,454111 / 454111,2020-03-25 00:00:00,Phone,Formal,,Employees were told that two co-workers tested positive for Covid-19. ,/
551800,C-1563561,Amazon,,710 South Girl School Road,,INDIANAPOLIS,IN,46231,MARION,493110 / 493110,2020-03-25 00:00:00,Email,Formal,,An employee tested positive for COVID-19. The employees were not told for a week. They have not closed down to sanitize.,/
551800,C-1571377,Amazon,,7760 W. Morris St,,INDIANAPOLIS,IN,46231,MARION,454113 / 454113,2020-03-27 00:00:00,Email,Formal,,There have been multiple cases of covid-19. The facility has not been cleaned. No social distancing. ,/
551800,C-1573807,Amazon,,7760 W. Morris St,,INDIANAPOLIS,IN,46231,MARION,454111 / 454111,2020-03-29 00:00:00,Email,Formal,,"Positive Coronavirus Cases, a shooting on site rooted from a disagreement of their social distancing, and our site technically not being an essential location.",/
551800,C-1573698,Amazon IND8,,7760 W Morris St,,INDIANAPOLIS,IN,46231,MARION,454113 / 454113,2020-03-30 00:00:00,Email,Formal,,"1) Last Sunday, somebody was shot in the parking lot and there have been at least 5 confirmed cases of Covid-19 in the warehouse.",/
551800,C-1573893,Amazon,,5545 Chet Waggoner Court,,SOUTH BEND,IN,46628,ST JOSEPH,454111 / 454111,2020-03-30 00:00:00,Email,Formal,,1.) Not enough PPE for employees and no social distancing while working,/
551800,C-1574838,Amazon Fulfillment Center,,715 Airtech Pkwy,,PLAINFIELD,IN,46168,HENDRICKS,454111 / 454111,2020-03-30 00:00:00,Email,Formal,,"covid 19 positive associate. Employer did not shut down, did not deep clean, and provided no information other than verbal",/
551800,C-1574863,Amazon IND8,,7760 W Morris St,,INDIANAPOLIS,IN,46231,MARION,454111 / 454111,2020-04-02 00:00:00,Email,Formal,,"No social distancing, no masks, no gloves, no hand sanitizer, acting like covid-19 isn't real.",/
551800,C-1572946,Amazon,,7760 W. Morris St,,INDIANAPOLIS,IN,46231,MARION,454111 / 454111,2020-04-06 00:00:00,Email,Formal,,Employer not providing hand sanitizer Employer not disinfecting/deep cleaning work place Coworker tested positive for covid-19 Not cleaning the areas Employer not enfocing social distancing. Employee tested positive and they didn't close off anything to clean the areas. They have run out of sanitizer and wipes so most areas don't have them. They are not cleaning like they should be. A few people have been quarantined because of doctors orders but aren't addressing any of the issues of those that have been. People are still in groups out in the mods. Bathrooms aren't clean. Lunch room isn't wiped down until all shifts have already taken lunch and breaks. They just stick a curtain or a stack of totes in between people working the line. It's not 6ft apart ,/
551800,C-1572980,CNC Amazon,,5850 W 80th St.,,NEW AUGUSTA,IN,46278,MARION,492110 / 492110,2020-04-07 00:00:00,Email,Formal,,"1. Employer not providing hand sanitizer. 2. Employer not enforcing social distancing. 3. Employer not disinfecting/deep cleaning work place. 4. Employer not providing PPE such as gloves, masks, face shields, etc.",/
551800,C-1573805,Amazon IN9,,1151 South Graham Road,,GREENWOOD,IN,46143,JOHNSON,493110 / 493110,2020-04-07 00:00:00,Email,Formal,,"Employer not providing PPE such as gloves, masks, face shields, etc. Other: There has been 3 confirmed cases within one week and they still expect workers to work their regular scheduled shifts. They did not start providing gloves/masks until after the second case was confirmed. We are across dock facility so we unload semis, separate products, and ship to other Amazon locations.",/
551800,C-1575091,Amazon IN9,,1151 South Graham Road,,GREENWOOD,IN,46143,JOHNSON,493110 / 493110,2020-04-07 00:00:00,Email,Formal,,"Amazon needs to shut down for at least 2 weeks in order to get a handle on their employee infection rate. As of April 1, 3, and 6 they have made text announcements that 3 employees have tested positive for COVID-19. I have not spoken out because I'm afraid of repercussion and I wish to remain anonymous.",/
551800,C-1576037,Amazon,,900 Patrol Road,,WATSON,IN,47130,CLARK,493110 / 493110,2020-04-07 00:00:00,Email,Formal,,The stairwell leading up to HRV is too small for people to be 6ft apart when one is coming up and somebody going down. Due to spread of Corona Virus and the fact that there has already been a confirmed case. ,/
551800,C-1576055,Amazon,,2100 E 15th St,,GARY,IN,46402,LAKE,493110 / 493110,2020-04-08 00:00:00,Email,Formal,,No social distancing. Someone had the the corona virus and they have not sent everyone home to properly disinfect the building. ,/
551800,C-1576830,Amazon Delivery Station- DIN2,,2100 E 15th Avenue,,GARY,IN,46402,LAKE,423990 / 423990,2020-04-08 00:00:00,Phone,Formal,,Employees were notified by their manager that someone has had the virus since 3/30/2020. The workers were not notified until 04/07/2020. They are still hiring people.,/
551800,C-1575085,Amazon,,900 Patrol Road,,WATSON,IN,47130,CLARK,454111 / 454111,2020-04-10 00:00:00,Email,Formal,1475180,"1. Employer not providing hand sanitizer. 2. Employer not enforcing social distancing. 3. Coworker has tested positive for COVID-19 and continues to report to work and/or family member of a coworker has tested positive for COVID-19 and the coworker continues to report to work. 4. Employer not disinfecting/deep cleaning work place. 5. Employer not providing PPE such as gloves, masks, face shields, etc. 6. Employee with COVID taken away from facility via ambulance on 3rd shift. 7. Employees tasked with COVID cleaning process are not adequately trained. 8. Subcontractor hired for cleaning is short staffed and not performing adequate training. 9. Over 50 employees have tested positive for COVID across all shifts. 10. Social distancing not enforced. 11. Employees are being told not to report work conditions and hazards to outside people or agencies. 12. Employees are by-passing the temperature checks by wearing ice packs on their heads prior to being tested. 13. Employees are not being allowed to recover if COVID positive per the CDC guidelines.",/
551800,C-1580103,Amazon,,900 Patrol Road,,WATSON,IN,47130,CLARK,454111 / 454111,2020-04-13 00:00:00,Email,Formal,,"Employer not providing hand sanitizer Employer not enforcing social distancing Employer not disinfecting/deep cleaning work place Employees are working close to one another. They have not tested anybody. They are not following guidelines. The only thing they are doing is trying to block of sections and are taking temperatures at the door. Employees are still exposed, could be exposed to carriers. People are not washing their hands appropriately. They are not wiping down surfaces frequently. There have also several open cases of coronavirus at this location. Close to 1,000 employees.",/
551800,C-1574985,Amazon,,900 Patrol Road,,WATSON,IN,47130,CLARK,454113 / 454113,2020-04-18 00:00:00,Email,Formal,,The first case of corona virus was reported on March 26th and the employees did not receive a notification until April. It is stated that 56 employees have had the corona virus. They are not following safety regulations. ,/
551800,C-1577546,Amazon,,900 Patrol Road,,WATSON,IN,47130,CLARK,423990 / 423990,2020-04-21 00:00:00,Email,Formal,,3 employees have tested positive for COVID. Employees need social distancing and PPE.,/
551800,C-1578388,Amazon Fulfillment Center-SDF8,,900 Patrol Rd,,WATSON,IN,47130,CLARK,541614 / 541614,2020-04-21 00:00:00,Email,Formal,,"Employer not enforcing social distancing. |Employer not disinfecting/deep cleaning work place. Other: The first awareness of employees with coronavirus first confirmed 3/26, employees not notified until April. Everyday they are calling to let the employees know that several employees have the coronavirus. The company has not been shut down for quarantine. There are people constantly in the building. It is impossible to social distancing. Employees are touching carts, guns, picking parts, bins. Employees feel unsafe. They are not enforcing social distancing, employees are not following and are standing close to one another. There are hundreds of employees.",/
551800,C-1579290,Amazon Fulfillment Center-SDF8,,900 Patrol Rd,,WATSON,IN,47130,CLARK,454111 / 454111,2020-04-23 00:00:00,Email,Formal,,Employees are only being allowed a single Clorox wipe per shift.,/
551800,C-1579380,Amazon,,900 Patrol Road,,WATSON,IN,47130,CLARK,518210 / 518210,2020-04-23 00:00:00,Email,Formal,,Coworker has tested positive for COVID-19 and continues to report to work and/or family member of a coworker has tested positive for COVID-19 and the coworker continues to report to work Employer not disinfecting/deep cleaning work place,/
551800,C-1579388,Amazon,,900 Patrol Road,,WATSON,IN,47130,CLARK,518210 / 518210,2020-04-23 00:00:00,Email,Formal,,Employer not enforcing social distancing Coworker has tested positive for COVID-19 and continues to report to work and/or family member of a coworker has tested positive for COVID-19 and the coworker continues to report to work Not enforcing employees to wear masks while working.,/
551800,C-1581606,Amazon,,900 Patrol Road,,WATSON,IN,47130,CLARK,518210 / 518210,2020-04-28 00:00:00,Email,Formal,,"1. Employer not providing hand sanitizer. 2. Employer not enforcing social distancing. 3. Employees have tested positive for COVID-19 and continue to report to work and/or family members of a employees have tested positive for COVID-19 and the employees continue to report to work. 4. Employer not disinfecting/deep cleaning work place|Other. 5. Management indifferent to situation and employees wanting to practice social distancing. 6. Thermal temperatures are giving the same temps throughout the day. 7. This facility is nothing but cardboard, metal and plastic. 8. Employer has not contacted the people who have tested positive but no evidence to indicate this has been done. 9. The totes go every where in the building and so do the boxes.",/
551800,C-1582202,Amazon com Incorporated,,900 Patrol Road,,WATSON,IN,47130,CLARK,454111 / 454111,2020-04-28 00:00:00,Email,Formal,,"Employer not enforcing social distancing Employer not disinfecting/deep cleaning work place Employer not providing PPE such as gloves, masks, face shields, etc. The gloves are always run out of sizes and they do not let us go to other parts of the buildings to check other machines because it counts against our time off task time.",/
551800,C-1583088,Amazon com Incorporated,,900 Patrol Road,,WATSON,IN,47130,CLARK,454113 / 454113,2020-04-29 00:00:00,Email,Formal,,"facility. There may have been 1 to 2 cases that have resulted in hospitalization. The facility never shut down or did a massive cleaning. They have only notified the employees who worked closely with the employees who may have been exposed. They stopped giving employees the number of confirmed cases after 5 cases. They are continuing to run all shifts. They have yellow that are stacked three-high to allow more social distancing, creating a walkway, but they are only one foot wide and are presenting a trip and fall hazard.",/
551800,C-1582220,Amazon Fulfillment Center - SDF8,,900 Patrol Road,,WATSON,IN,47130,CLARK,454111 / 454111,2020-04-30 00:00:00,Email,Formal,,"Just confirmed another associate test positive for covid 19 that makes amazon having 9 or 10 positive cases it's gonna continue to get worse if they keep open with 1,000s of people working 24/7 it needs to be closed for deep cleaning.",/
551800,C-1584621,Amazon,,900 Patrol Road,,WATSON,IN,47130,CLARK,518210 / 518210,2020-05-04 00:00:00,Email,Formal,,1. Coworker has tested positive for COVID-19 and continues to report to work and/or family member of a coworker has tested positive for COVID-19 and the coworker continues to report to work. 2. Employer not disinfecting/deep cleaning work place.,/
551800,C-1584637,Amazon,,4255 Anson Blvd,,WHITESTOWN,IN,46075,BOONE,423990 / 423990,2020-05-04 00:00:00,Email,Formal,,1. Employer not providing hand sanitizer. 2. Employer not enforcing social distancing. 3. Employer not disinfecting/deep cleaning work place.,/
551800,C-1593265,Amazon SDS8,,900 Patrol Rd,,WATSON,IN,47130,CLARK,454113 / 454113,2020-05-08 00:00:00,Email,Formal,,"1. Employer not providing hand sanitizer. 2. Employer not enforcing social distancing. 3. Coworker has tested positive for COVID-19 and continues to report to work and/or family member of a coworker has tested positive for COVID-19 and the coworker continues to report to work. 4. Employer not disinfecting/deep cleaning work place. 5. Employer not providing PPE such as gloves, masks, face shields, etc. Other: They are allowing people to work with people having high temps and dont have the proper training for employees and supplies and cleaning to make sure everyone is safe. Also not letting employees know when they have been exposed.",/
551800,C-1586114,Amazon Fulfillment Center - SDF8,,900 Patrol Road,,WATSON,IN,47130,CLARK,454111 / 454111,2020-05-08 13:14:20,Email,Formal,,Hospitalization due to Covid 19. Lack of employer cleanliness/action.,/
551800,C-1589017,Amazon,,900 Patrol Road,,WATSON,IN,47130,CLARK,454111 / 454111,2020-05-13 00:00:00,Email,Formal,,"An employee was seen in Harrison County Hospital and was evaluated and tested for COVID-19, testing negative, but not admitted. The employee is at home and has quarantined.",/
551800,C-1598888,Amazon Fulfillment Center-SDF8,,900 Patrol Rd,,WATSON,IN,47130,CLARK,493110 / 493110,2020-05-14 00:00:00,Email,Formal,,1. Employer not enforcing social distancing|Coworker has tested positive for COVID-19 and continues to report to work and/or family member of a coworker has tested positive for COVID-19 and the coworker continues to report to work 2. Employees reporting to work that are experiencing symptoms of covid-19.|,/
551800,C-1590661,Amazon,,900 Patrol Road,,WATSON,IN,47130,CLARK,454111 / 454111,2020-05-15 00:00:00,Email,Formal,,1. Pickers wearing masks for a 12 hour shift risking hypoxia. 2. Bins are not being cleaned. 3. 6' distance and one picker per aisle is not being enforced. Employees are to be notified if exposure to positive employees. ,/
551800,C-1603754,Amazon Distribution Center,,800 Perry Rd,,PLAINFIELD,IN,46168,HENDRICKS,423990 / 423990,2020-05-17 00:00:00,Email,Formal,,"Coworker has tested positive for COVID-19 and continues to report to work and/or family member of a coworker has tested positive for COVID-19 and the coworker continues to report to work. Other An employee at Amazon 800 Perry Road Plainfield, IN 46168 tested positive for Covid -19 on 5/17 on day shift. Day shift was sent home. Second shift was set to start work at 6pm, they are currently standing outside the building. The building has had many positive causes of covid 19 and not allowing people to stay home if they feel unsafe, only if they are directly in the same building. She was receiving disability thru work, but the caseworker hasn't paid her in almost a month so for financial reasons she went back to work because she wasn't being paid. Now she's back at work and being faced with death because she still wants to provide for herself. Amazon is not taking proper protocols as it relates to the health and safety of their employees.",/
551800,C-1603017,Amazon,,900 Patrol Road,,WATSON,IN,47130,CLARK,454113 / 454113,2020-05-26 00:00:00,Email,Formal,,Employer not enforcing social distancing|Employer not disinfecting/deep cleaning work place|OtherOnly 3 sinks are working in the restrooms. ,/
551800,C-1602334,Amazon Fulfillment Center IND1,,4255 Anson Boulevard,,WHITESTOWN,IN,46075,BOONE,493110 / 493110,2020-05-29 00:00:00,Email,Formal,,"Employer not disinfecting/deep cleaning work place Employer not providing PPE such as gloves, masks, face shields, etc. They are not providing safety for the employees. They continue to lie about the numbers in regards to COVID-19. They send texts in regards to the several employee cases, but they are not giving the exact number of the COVID-19 cases or fatalities. They are not being honest about the number of employees who have the virus. They are not protecting employees. When the virus first broke out, they did not take precautions. Amcare refuses to provide masks and told employees that they do not have to provide PPE. Masks or face coverings are not provided or required to be worn by employees. Employees not covering up. They need to shut the facility down, it needs to be cleaned out. They need to screen employees better for the virus. On each main aisle, they have blowers, when it gets hot these blowers turn on. The blowers are contributing to the spread of the virus and infecting employees.",/
551800,C-1604494,Amazon,,900 Patrol Road,,WATSON,IN,47130,CLARK,453998 / 453998,2020-06-04 00:00:00,Email,Formal,,"There was an employee fatality related to COVID-19 and not all employees who worked around the employee and were exposed were notified. The company remained open during the shut down. In the the TIKO Mod they are storing ready-to-eat products and foods next to hazardous chemicals. They attempted to put rat poison on the conveyor against recommendations that it would put employees at risk. They said the MSDS charts for the haz mats indicated it was water soluble but if the product fell from the tubs or was crushed in the conveyor system, employees could be exposed through contact or the ventilation system.",/
551800,C-1693163,Amazon IND9,,1151 S. Graham Road,,GREENWOOD,IN,46143,JOHNSON,423990 / 423990,2020-11-16 00:00:00,Email,Formal,,Social distancing and mask mandates not being enforced.,/
551800,C-1801725,Amazon,,5545 Chet Waggoner Court,,SOUTH BEND,IN,46628,ST JOSEPH,493110 / 493110,2021-08-23 14:08:39,Email,Formal,,Masks not being enforced,/
552652,C-1556290,Amazon.com Services Inc.,,50500 Mound Rd,,SHELBY TOWNSHIP,MI,48317,MACOMB,493110 / 493110,2020-03-23 08:07:00,Email,Nonformal,,1. Employees not being told about co-workers testing positive for Covid-19 until two weeks after the fact. 2. Work conditions are dirty and dusty. 3. Building smells like sewage. 4. Oil and liquids leaking on products. 5. Employees walking past piles of dust and dirt. 6. Dirty pallets laying everywhere.,1 /1
552652,C-1578896,Amazon.com Services LLC,,19991 Brownstown Center Dr,,BROWNSTOWN TOWNSHIP,MI,48183,WAYNE,454111 / 454111,2020-04-27 09:00:00,Email,Formal,,1. Chutes have about 5 people per side. Lanes have almost 10 people each. That makes it hard to maintain six-foot social distancing. 2. Employees have been forced to return to work when they don¿t feel safe. 3. Employees are allowed only two pairs of gloves per week.,/
552652,C-1589362,Amazon LLC,,19991 Brownstown Center Dr,,BROWNSTOWN TOWNSHIP,MI,48183,WAYNE,454111 / 454111,2020-05-13 08:00:00,Email,Formal,1475729,Hazard description: 1. The facility is not being cleaned thoroughly enough after a positive case is reported. 2. Wearing face masks properly is not enforced. 3. Temperatures are not being monitored correctly.,/
552652,C-1591866,"Amazon.com Services, Inc.",,32801 Ecorse Rd,,ROMULUS,MI,48174,WAYNE,493110 / 493110,2020-05-15 08:00:00,Email,Nonformal,1475734,Hazard Description: 1. The number of COVID 19 positive cases is not being disclosed to employees. 2. There was a confirmed case on May 13th but employees were not notified until the end of shift. 3. The facility is not clean. 4. There is one sanitation station that everyone has to share. 5. There is no hand sanitizer. The stations are not filled. 6. There are too many people working to allow for social distancing. People are bumping into each other and cannot follow the 6 foot guidelines.,1 /1
552652,C-1596448,Amazon,,1400 E 10 Mile Rd,,HAZEL PARK,MI,48030,OAKLAND,493110 / 493110,2020-05-26 08:00:00,Email,Nonformal,,1. There have been multiple cases of Covid 19 in the building. 2. They do not say how many cases we've had since this started. ,2 /1
552652,C-1618712,Amazon,,4500 68th St SE,,CALEDONIA,MI,49316,KENT,454110 / 454110,2020-07-07 08:00:00,Email,Nonformal,,1. Employees have received multiple text messages from the facility saying 3 people have tested positive for COVID-19 and nothing has been done about it such as closing down and cleaning for 2 days.,1 /1
552652,C-1680891,Amazon.com Services Inc.,,50500 Mound Rd,,SHELBY TOWNSHIP,MI,48317,MACOMB,493110 / 493110,2020-10-28 08:00:00,Email,Formal,,"Amazon DET 2 Location in Shelby Township MI has numerous COVID-19 cases. Amazon say they deep clean, but I have stayed after my shift and the cleaning crew they have barely cleans anything.",/
552652,C-1700549,"Amazon.com Services, Inc.",,32801 Ecorse Rd,,ROMULUS,MI,48174,WAYNE,493110 / 493110,2020-11-30 08:00:00,Email,Nonformal,,1. Employees are being allowed into the building without face masks on where they get them after they are well into the building. Face masks are not located outside the building for anyone who doesn't have one. 2. A majority of the employees refuse to social distance inside the building. 3. Many people pull the masks down under their nose. A lot of people are using unapproved face coverings like neck gaiters or bandannas. 4. Some of the jobs at the building make it impossible to properly social distance with many people working right over each other and crossing paths multiple times. 5. There have been 2 people loading a truck at the same time even though the company implemented a strict 1 person per truck policy. 6. They made a new team to enforce social distancing and mask policy but they have no means to punish anyone violating.,6 /1
552652,C-1726600,Amazon,,1400 E 10 Mile Rd,,HAZEL PARK,MI,48030,OAKLAND,493110 / 493110,2021-01-28 08:00:00,Email,Formal,,1. Not enforcing the guidelines or recommendations of CDC when concerning COVID-19.,/
552652,C-1751748,"Amazon.com Services, Inc.",,32801 Ecorse Rd,,ROMULUS,MI,48174,WAYNE,493110 / 493110,2021-03-31 08:00:00,Email,Formal,,1. On a daily basis all employees are notified that between 2 or 3 employees have tested positive for COVID-19. Employees are unable to keep 6 feet apart. 2. Not all employees wear safety mask correctly.,/
552700,C-1570652,Amazon Fulfillment Center,,2601 4th Avenue East,,SHAKOPEE,MN,55379,SCOTT,454111 / 454111,2020-04-13 00:00:00,Email,Formal,,1. Employer not following CDC recommended guidelines; and 2. Appropriate hygiene practices not being followed.,/
552700,C-1591760,Amazon Fulfillment Center,,2601 4th Ave E,,SHAKOPEE,MN,55379,SCOTT,454111 / 454111,2020-05-18 00:00:00,Email,Formal,1475936,"1. Social distancing or engineering controls per CDC guidelines are not adequately implemented to prevent the spread of COVID-19 in the workplace: - Managers and assistant managers who walk through the facility do not keep physical spacing; - Shift changes, although staggered, still result in close grouping of employees in hallways near main entrance/exit doors especially at 5 pm when one shift leaves and next shift arrives; - Employees in the stowing, packaging, and shipping departments work in close proximity to each other. 2. CDC guidelines are not followed to ensure that employees with symptoms don't come in to work (long period to apply for time off results in employees continuing to work while waiting for permission). ",/
552700,C-1622563,Amazon,,2811 Beverly Drive,,SAINT PAUL,MN,55121,DAKOTA,454111 / 454111,2020-07-14 00:00:00,Email,Formal,,"The employer has not implemented nor is following their Covid Preparedness Plan, In particular: 1. No engineering / administrative controls for employee's taking employees temperatures, closer than 6' with no barrier / protections in place. 2. Employer is not requiring all employee(s) onsite to have a health screening before accessing worksite. 3. Restrooms onsite are not being cleaned on a routine basis. 4. Areas for washing / sanitizing employees hands are available with no soap / towels / sanitizer. 5. Employees' are going through ""secure"" emergency exit doors to avoid the health checkpoint. 6. Five gallon water jugs available for employee use, employees are reusing cups potentially contaminated the water jugs. 7. An adequate number of water closets (bathrooms) are not available for the number of females working per shift. 8. Employees working in temperatures exceeding 80 degrees F, without heat stress training. ",/
552700,C-1663940,Amazon Fresh Warehouse,,763 Kasota Ave SE,,MINNEAPOLIS,MN,55414,HENNEPIN,454111 / 454111,2020-09-22 00:00:00,Email,Formal,,"Employer has not implemented health and safety measures pertaining to Covid-19, in particular; 1. Employees share carts and handheld scanners without adequate PPE or sanitation provided by employer. 2. Social distancing is not maintained which includes the central location where carts, scanners and bags are stored. 3. Ladders shared amongst employees are not sanitized. 4. Employees are not provided with a way to frequently sanitize hands. ",/
552700,C-1759666,Amazon Fulfillment Center,,2601 4th Ave E.,,SHAKOPEE,MN,55379,SCOTT,493110 / 493110,2021-04-20 00:00:00,Email,Formal,,"The employer is not enforcing the elements of their Preparedness Plan with regard to employees, specifically the social distancing requirement, the mask mandate and sharing utensils in the break room. ",/
625500,C-1609067,Amazon Sat5,,1410 S Callaghan Rd,,SAN ANTONIO,TX,78227,BEXAR,452910 / 452910,2020-06-22 14:00:00,Online,Formal,,Complaint 1: Employees are exposed to COVID-19 in the work area due to confirmed cases within the warehouse. CDC guidelines are not being followed or implemented. ,/
626300,C-1773182,Amazon,Amazon Fulfillment Center FTW,33333 Lyndon B. Johnson Fwy,,DALLAS,TX,75241,DALLAS,423990 / 423990,2021-06-01 09:08:00,Online,Nonformal,,1. Employer does not have a pandemic plan and is not implementing it. 2. Employees are exposed to heat stress while working in the warehouse.,2 /400
626600,C-1597722,"Amazon.com Services, LLC",,10550 Ella Blvd,,HOUSTON,TX,77038,HARRIS,493110 / 561910,2020-05-29 11:00:00,Online,Nonformal,1485060,At the warehouse: Employees are not wearing masks provided and exposing others to possible COVID-19 virus. The use of masks is not enforced.,1 /100
626600,C-1701339,"Amazon.com Services, LLC",,10550 Ella Blvd,,HOUSTON,TX,77038,HARRIS,493110 / 493110,2020-12-07 16:30:00,Phone,Nonformal,,"1. Boxes piled up around the product conveyor belts, posing a tripping hazard in the workplace. 2. Employer isn't enforcing Social Distancing or Mask Wearing in the workplace.",2 /150
626600,C-1754749,Amazon.com Inc,Amazon Fulfillment Center,8120 Humble Westfield Rd.,,HUMBLE,TX,77338,HARRIS,493110 / 493110,2021-04-05 08:00:00,Online,Nonformal,1524543,1. The facility is not sanitized regularly. 2. Scan guns are not sanitized. 3. Multiple COVID19 cases at the facility.,3 /250
626700,C-1795638,Amazon DHX1,,3031 South Sam Houston Parkway East,,HOUSTON,TX,77047,HARRIS,518210 / 518210,2021-08-09 13:37:00,Phone,Formal,,"Employees are not protected from exposure to COVID-19 [Reference Section 5(a)(1) of the OSHAct and ""Preparing Workplaces for COVID-19""].",/
636900,C-1606284,Amazon,,4121 International Parkway,,CARROLLTON,TX,75007,DENTON,452910 / 452910,2020-06-15 20:56:00,Online,Nonformal,,"Complaint # 32112752 Description: Cases of covid 19 and my job has not stopped to clean and a lot of us have come into contact with the girl at the warehouse. This condition has previously been brought to the attention of the employer. Complaint # 32112742 Description: Two employees have tested positive for COVID-19. Unsure of anymore because they are identifying who all came in contact with the individuals . The site has not closed to sanitize the whole building . They just told us however no communication has been made. Hazard Location at Amazon DFW5. This condition has previously been brought to the attention of the employer. COVID-19 Potential Illness: an employee exhibiting signs and symptoms of respiratory illness, such as, fever, cough, and/or shortness or breath possibly indicating infection by SARS-CoV-2 (severe respiratory syndrome coronavirus 2), which is the virus causing the current COVID-19 pandemic. The specific nature of the complaint is as follows: The employer has not developed an effective plan to address the specific exposure risks, sources of exposure, routes of transmission and other unique characteristics of SARS-CoV-2. The plan should focus on engineering controls, administrative controls, work practice controls and personal protective equipment such as, but not limited to: 1. The employer is not following the CDC recommendations to protect employees. 2. The employer is not following State, and local safety requirements to protect employees. 3. The employer is not providing sanitary/good housekeeping processes, social distancing processes, or PPE as necessary for employee safety and to reduce exposure. 4. The employer is not communicating adequate information to ensure employees understand and adhere to safe work practices. ",1 /1
729300,C-1615538,AMAZON,,4000 Premier Parkway STL8,,SAINT PETERS,MO,63376,SAINT CHARLES,493110 / 493110,2020-07-01 11:00:00,Online,Nonformal,,The employer does not provide the right amount of oxygen. The face coverings are in fact contributing to the oxygen deficient atmosphere. Employees are working in a fully enclosed box with insufficient oxygen access; leaving employee(s) on every shift with headaches and nausea The air has never been tested and oxygen levels certainly have not been tested to confirm the staff is receiving the appropriate oxygen levels . This matter is very serious. ,1 /25
729300,C-1694261,AMAZON,,4000 Premier Parkway STL8,Neilparr@amazon.com,SAINT PETERS,MO,63376,SAINT CHARLES,493110 / 493110,2020-11-24 08:00:00,Phone,Nonformal,,Employees are exposed to over exposure to gasses on the third floor of the building that are potentially harmful. Smell of natural gas was reported Employees are exposed to trip/fall hazards on the south side of building due to a large crack in floor approximately two feet in length Employees are exposed to struck by hazards from items not properly secured in pods on line Employees are exposed to Covid 19 infections from lack of implementation of hazard analysis plan by employer,4 /50
729700,C-1577340,Amazon Delivery Station,,4158 Powell Dr,,SHAWNEE,KS,66226,JOHNSON,492110 / 492110,2020-04-20 20:30:00,Online,Nonformal,,Hazard: Employee exposure to COVID-19. Location: Throughout establishment.,1 /1
729700,C-1583332,Amazon Fulfillment Center MCKC6,,6925 Riverview Ave,,KANSAS CITY,KS,66102,WYANDOTTE,423990 / 423990,2020-05-05 09:00:00,Media,Nonformal,,Hazard: EE's are exposed to COVID-19. Location: Throughout facility.,1 /1
729700,C-1672546,Amazon Distribution Center,,4158 Powell Dr.,,SHAWNEE,KS,66226,JOHNSON,493110 / 493110,2020-10-10 07:30:00,Online,Formal,,1. Workplace does not have an established COVID-19 assessment and control plan; Employees are told to lie about temperature checks [General Duty 5(a)(1)] 2. Independent driver groups do not follow social distancing or wear face masks when entering the workplace. [General Duty 5(a)(1)],/
729700,C-1773105,Amazon Fulfillment MKC6,,6925 Riverview ave,,KANSAS CITY,KS,66102,WYANDOTTE,423990 / 423990,2021-06-01 23:45:00,Online,Formal,,"1. Employees do not follow social distancing; Asymptomatic employees are allowed to in the workplace. No Covid-19 testing is required for employees to return back to work. (Location: AFE, packing dept.)",/
751910,C-1727977,Amazon Warehouse,,500 32nd St SW,,BONDURANT,IA,50035,POLK,493110 / 493110,2021-01-27 12:00:00,Online,Nonformal,,"Safety: Employees are using carts, elevators, and machines they are not properly trained on how to use. Employees are using PPE while on ladders, and not working safely while doing so. Health: Employees are not following social distancing guidelines due to COVID19.",1 /1
